visiting.team,home.team,date,visiting.score,home.score
Longwood,Nevada,20111122,78,80
Boise State,Long Beach St.,20111122,62,72
San Diego Christian,CSU Northridge,20111122,68,95
Cal Poly,UNLV,20111122,52,75
Radford,Kentucky,20111123,40,88
VMI,Ohio State,20111123,74,107
Virginia Tech,Syracuse,20111123,58,69
Kansas,Duke,20111123,61,68
Memphis,Georgetown,20111123,88,91
Texas-Arlington,Baylor,20111123,65,75
Alabama A&M,Alabama,20111123,45,82
UCLA,Michigan,20111123,63,79
San Diego State,Arizona,20111123,61,57
Eastern Wash.,Hawaii,20111123,89,72
SIU-Edwardsville,Hampton,20111123,64,68
Tennessee,,20111123,86,
Webber Int'l,Bethune-Cookman,20111123,64,71
Lipscomb,Sacred Heart,20111123,79,77
Sam Houston St.,Niagara,20111123,52,59
Austin Peay,Detroit,20111123,93,94
St. Francis (Pa.),Colgate,20111123,66,74
Saint Joseph's,Iona,20111123,99,104
Ga. Southern,South Florida,20111123,46,66
St. Mary's (Cal.),Denver,20111123,58,70
IUPUI,Ball State,20111123,62,69
South Dakota St.,Mercer,20111123,74,61
Milwaukee,Michigan State,20111123,55,68
Gardner-Webb,Butler,20111123,66,68
Siena,Georgia Tech,20111123,44,72
Wright State,North Florida,20111123,52,69
Hartford,Holy Cross,20111123,66,80
Reinhardt,Kennesaw State,20111123,46,72
Richmond,Rutgers,20111123,58,53
Youngstown St.,Penn State,20111123,71,82
Oklahoma State,Stanford,20111123,67,82
Vermont,Old Dominion,20111123,65,63
John. & Wales,N.C. A&T,20111123,55,108
Western Mich.,Purdue,20111123,37,80
Rochester (MI),Eastern Mich.,20111123,43,62
Geo. Washington,Bowling Green,20111123,77,56
Phila. Biblical,Delaware State,20111123,41,104
Morris,N.C. Central,20111123,50,112
Campbell,Iowa,20111123,77,61
South Alabama,LSU,20111123,79,75
Montana,North Dakota,20111123,81,88
Evansville,Ill.-Chicago,20111123,75,79
Hannibal-La Grange,Southeast Mo. St.,20111123,72,82
VCU,Western Ky.,20111123,68,45
Oregon,Nebraska,20111123,83,76
Colorado,Air Force,20111123,76,73
Southern Va.,Southern Utah,20111123,58,75
Loyola Marym't,Idaho State,20111123,79,76
Lewis-Clark St.,Idaho,20111123,75,80
Illinois,Illinois State,20111123,63,59
Murray State,Alaska-Anch.,20111123,64,62
UNC-Asheville,Connecticut,20111124,63,73
Florida State,Massachusetts,20111124,73,53
Dartmouth,San Francisco,20111124,69,71
Texas Tech,Indiana State,20111124,49,60
Boston College,Saint Louis,20111124,51,62
UCF,Charleston,20111124,74,63
Minnesota,DePaul,20111124,86,85
Villanova,UC Riverside,20111124,71,46
Dayton,Wake Forest,20111124,80,76
New Mexico,Santa Clara,20111124,76,79
Harvard,Utah,20111124,75,47
Arizona State,Fairfield,20111124,44,55
Cent. Michigan,New Mexico St.,20111124,49,78
Oklahoma,Washington St.,20111124,74,59
North Carolina,UNLV,20111126,80,90
Portland,Kentucky,20111126,63,87
Florida State,Connecticut,20111126,76,78
Wisconsin,BYU,20111126,73,56
Western Mich.,Gonzaga,20111126,58,78
Denver,California,20111126,59,80
Texas A&M-C.C.,Texas A&M,20111126,43,56
Oklahoma,Santa Clara,20111126,85,73
Southern Miss,New Mexico St.,20111126,80,72
Pacific,Hawaii,20111126,70,75
Coppin State,Purdue,20111126,57,78
Wofford,Prairie View A&M,20111126,56,49
Siena,Vermont,20111126,62,64
Chowan,East Carolina,20111126,62,78
Pepperdine,UTSA,20111126,70,64
IPFW,Iowa,20111126,72,82
South Dakota St.,Nebraska,20111126,64,76
Columbia,Manhattan,20111126,59,41
Hartford,Cent. Conn. St.,20111126,58,92
Western Caro.,Florida A&M,20111126,62,46
William & Mary,Howard,20111126,58,67
Davidson,UNC-Wilmington,20111126,70,67
Oregon State,Towson,20111126,66,46
Princeton,Morehead State,20111126,56,68
Lafayette,Delaware,20111126,78,81
St. Francis (N.Y.),NJIT,20111126,79,60
Milligan,Appalachian St.,20111126,58,81
Youngstown St.,St. Francis (Pa.),20111126,60,59
Cleveland State,Hofstra,20111126,53,63
Morgan State,Tennessee State,20111126,64,69
UMKC,Longwood,20111126,93,53
Western Illinois,North Dakota,20111126,65,62
Penn State,Saint Joseph's,20111126,47,65
Delaware State,Wagner,20111126,62,85
Central Penn,Winthrop,20111126,68,107
Miami (Ohio),Southeast Mo. St.,20111126,57,64
UC Irvine,,20111126,63,
Northeastern,St. John's,20111126,78,64
Fordham,Loyola Chicago,20111126,50,64
Northern Colo.,Southern U.,20111126,77,57
West Alabama,Bucknell,20111126,50,87
Rider,La Salle,20111126,70,82
Harvard,UCF,20111126,59,49
S. Carolina St.,Kennesaw State,20111126,104,98
Cal Poly,Miss. Valley St.,20111126,72,55
Boston U.,Rhode Island,20111126,70,64
Savannah State,Gardner-Webb,20111126,72,66
Eastern Illinois,Central Ark.,20111126,96,107
Alcorn State,San Diego,20111126,65,66
Bradley,Nevada,20111126,59,64
Cent. Michigan,Dartmouth,20111126,65,48
Louisiana Tech,Portland State,20111126,48,66
Yale,Army,20111126,84,75
Massachusetts,Charleston,20111126,61,85
James Madison,Penn,20111126,60,58
Florida Atlantic,South Florida,20111126,55,68
Texas Southern,IUPUI,20111126,55,74
Colgate,Marist,20111126,73,81
Ill.-Chicago,Toledo,20111126,67,82
La.-Lafayette,Duquesne,20111126,65,84
Charlotte,Wright State,20111126,70,66
Detroit,Akron,20111126,63,81
Citadel,High Point,20111126,72,80
Coastal Caro.,FIU,20111126,62,64
Iowa State,Rice,20111126,90,63
South Carolina,USC,20111126,60,63
Liberty,Georgia State,20111126,50,72
Samford,Texas-Arlington,20111126,71,69
Sam Houston St.,Texas,20111126,40,56
Grambling,Arkansas,20111126,44,86
Southeastern La.,Western Ky.,20111126,67,72
New Orleans,Tulane,20111126,53,72
Milwaukee,UALR,20111126,59,54
St. Peter's,Seton Hall,20111126,54,63
Middle Tenn.,Austin Peay,20111126,90,70
TCU,Houston,20111126,81,80
Fresno State,North Dakota St.,20111126,65,78
CSU Northridge,Drake,20111126,49,73
Tulsa,Missouri State,20111126,64,69
Steph. F. Austin,UTEP,20111126,53,35
Troy,Southern Utah,20111126,80,76
Long Beach St.,Montana,20111126,71,73
Northern Ill.,Boise State,20111126,57,71
Md.-East. Shore,Wyoming,20111126,43,73
CSU Bakersfield,CSU Fullerton,20111126,73,66
Utah State,Idaho State,20111126,75,62
Utah,UNC-Asheville,20111126,65,87
New Mexico St.,San Francisco,20111126,81,71
San Diego State,UC Santa Barb.,20111126,76,75
UNI,Providence,20111126,79,62
Montana State,Idaho,20111126,67,76
McNeese State,Sacramento St.,20111126,68,63
Northern Ariz.,Loyola Marym't,20111126,61,81
VCU,Alabama,20111127,64,72
Robert Morris,Pittsburgh,20111127,71,81
Binghamton,Missouri,20111127,59,88
North Texas,Mississippi St.,20111127,59,82
Southern Miss,Murray State,20111127,81,90
Wake Forest,Texas Tech,20111127,70,61
Fla. Gulf Coast,Loyola Maryland,20111127,74,77
Michigan State,Eastern Mich.,20111127,72,40
Hofstra,Boston U.,20111127,61,68
Chicago State,Illinois,20111127,43,90
Washington St.,UC Riverside,20111127,63,64
Holy Cross,Maine,20111127,60,72
Brown,Sacred Heart,20111127,64,77
Arizona State,DePaul,20111127,64,68
West Alabama,Princeton,20111127,42,66
Bryant,Notre Dame,20111127,59,84
Temple,Bowling Green,20111127,64,67
Cleveland State,Rhode Island,20111127,67,45
Alcorn State,New Orleans,20111127,56,63
Cameron,UTSA,20111127,0,0
American,Cornell,20111127,65,63
Gardner-Webb,Chattanooga,20111127,76,74
Ga. Southern,SMU,20111127,49,55
Bethune-Cookman,Illinois State,20111127,51,75
New Mexico,Boston College,20111127,75,57
East. Kentucky,Norfolk State,20111127,63,70
Victory,S.C. Upstate,20111127,54,88
Fairleigh D'son,Albany,20111127,62,81
Tenn.-Martin,UAB,20111127,59,54
Morehead State,Bucknell,20111127,50,54
Fairfield,Indiana State,20111127,66,72
UC Davis,Eastern Wash.,20111127,59,79
Wilberforce,Tennessee Tech,20111127,83,84
NW Oklahoma St.,Texas State,20111127,72,74
Portland State,Md.-East. Shore,20111127,79,69
St. Bonaventure,Virginia Tech,20111127,64,73
Santa Clara,Villanova,20111127,65,64
San Diego,Tulane,20111127,46,65
Mt. St. Mary's,Navy,20111127,56,64
San Fran. St.,St. Mary's (Cal.),20111127,52,86
Butler,Indiana,20111127,59,75
Dayton,Minnesota,20111127,86,70
Oklahoma,Saint Louis,20111127,63,83
Louisiana Tech,Wyoming,20111127,58,73
Weber State,Jacksonville St.,20111127,69,61
Long Beach St.,Louisville,20111128,66,79
Stetson,Florida,20111128,70,96
Xavier,Vanderbilt,20111128,82,70
Jacksonville,Marquette,20111128,56,88
Jackson State,Memphis,20111128,45,70
McNeese State,California,20111128,57,73
Quinnipiac,Lehigh,20111128,75,86
Long Island,Iona,20111128,84,100
Niagara,St. Francis (Pa.),20111128,65,63
Swarthmore,Columbia,20111128,0,0
UNC-Greensboro,N.C. A&T,20111128,65,87
La.-Lafayette,Kent State,20111128,67,76
Akron,West Virginia,20111128,56,77
IUPUI,Georgetown,20111128,58,81
La.-Monroe,Nicholls State,20111128,86,65
Austin Peay,Lipscomb,20111128,59,67
UMBC,Rutgers,20111128,56,94
UTPA,Texas-Arlington,20111128,60,92
,-2,20111128,Belmont </schools/belmont>,0
Jacksonville St.,San Fran. St.,20111128,68,71
Ark.-Pine Bluff,Auburn,20111128,59,72
Georgia,Colorado,20111128,68,70
Tabor,South Dakota,20111128,63,69
Tennessee,Oakland,20111128,81,89
Northern Ill.,Utah Valley,20111128,47,58
Montana State,San Jose State,20111128,77,70
Pacific,Stanford,20111128,37,79
Seattle,,20111128,0,
Weber State,St. Mary's (Cal.),20111128,70,87
Pepperdine,UCLA,20111128,39,62
Duke,Ohio State,20111129,63,85
Eastern Mich.,Syracuse,20111129,48,84
Prairie View A&M,Baylor,20111129,54,90
Michigan,Virginia,20111129,58,70
Saint Louis,Loyola Marym't,20111129,68,75
East Carolina,Old Dominion,20111129,58,63
Oakland City,Butler,20111129,53,98
Colgate,Fordham,20111129,69,79
Manhattan,Penn,20111129,72,75
Yale,Hartford,20111129,74,69
High Point,Hampton,20111129,64,68
Miami (Ohio),Cincinnati,20111129,47,56
Texas Southern,Ball State,20111129,53,64
Holy Cross,Providence,20111129,77,82
East. Kentucky,Delaware State,20111129,43,57
Bethune-Cookman,North Florida,20111129,56,61
Northwestern,Georgia Tech,20111129,76,60
Illinois,Maryland,20111129,71,62
Howard,American,20111129,66,77
Georgia State,S. Carolina St.,20111129,85,54
Dallas Christian,Sam Houston St.,20111129,63,82
LSU,Houston,20111129,59,58
East Tenn. St.,Troy,20111129,71,79
North Texas,Texas,20111129,57,73
UALR,N'western St.,20111129,65,80
Southeast Mo. St.,Arkansas State,20111129,63,79
Alabama State,Evansville,20111129,55,62
Arizona,New Mexico St.,20111129,83,76
Miami (Fla.),Purdue,20111129,65,76
Clemson,Iowa,20111129,71,55
UTEP,Oregon,20111129,59,64
,-4,20111129,Portland </schools/portland>,0
Wisconsin,North Carolina,20111130,57,60
Florida Atlantic,Kansas,20111130,54,77
Pittsburgh,Duquesne,20111130,80,69
UNLV,UC Santa Barb.,20111130,94,88
Notre Dame,Gonzaga,20111130,53,73
Alcorn State,Texas A&M,20111130,44,56
Delaware,Boston U.,20111130,67,73
Ohio,Marshall,20111130,70,68
Navy,Md.-East. Shore,20111130,46,59
Eliz. City St.,Norfolk State,20111130,69,57
Towson,Massachusetts,20111130,56,86
Northeastern,La Salle,20111130,51,68
Dartmouth,New Hampshire,20111130,50,53
Buffalo,Dayton,20111130,84,55
Drexel,Saint Joseph's,20111130,49,62
NJIT,Army,20111130,54,53
Hope,Western Mich.,20111130,58,80
UNC-Wilmington,Toledo,20111130,73,75
Furman,Elon,20111130,70,77
Bucknell,George Mason,20111130,57,61
Lafayette,Princeton,20111130,54,69
Indiana,NC State,20111130,86,75
Penn State,Boston College,20111130,62,54
Richmond,William & Mary,20111130,92,61
Rhode Island,Brown,20111130,56,65
South Florida,VCU,20111130,46,69
Florida State,Michigan State,20111130,49,65
Jamestown,North Dakota,20111130,66,74
Maine,Eastern Illinois,20111130,80,85
Tulsa,Oklahoma State,20111130,56,59
Wiley,Steph. F. Austin,20111130,66,72
Central Ark.,Tenn.-Martin,20111130,75,68
Colorado,Colorado State,20111130,64,65
Lamar,TCU,20111130,72,77
Southern U.,Tulane,20111130,53,78
Louisiana Tech,Southeastern La.,20111130,69,72
Miss. Valley St.,Arkansas,20111130,64,97
UNI,Iowa State,20111130,69,62
Rice,Houston Baptist,20111130,78,66
Chicago State,Illinois State,20111130,41,85
Missouri State,Oral Roberts,20111130,63,68
UAB,South Alabama,20111130,47,55
Grambling,Washington St.,20111130,37,69
Utah Valley,Wyoming,20111130,41,74
Drake,Boise State,20111130,64,108
Idaho State,New Mexico,20111130,41,65
Denver,Utah State,20111130,67,54
BYU,Northern Ariz.,20111130,87,52
Wake Forest,Nebraska,20111130,55,53
Virginia Tech,Minnesota,20111130,55,58
UTSA,San Jose State,20111130,66,72
Academy of Art,Fresno State,20111130,55,85
Sacramento St.,Cal Poly,20111130,51,77
USC,UC Riverside,20111130,56,35
CSU Bakersfield,CSU Northridge,20111130,74,67
Creighton,San Diego State,20111130,85,83
Eastern Wash.,Idaho,20111130,73,66
St. John's,Kentucky,20111201,59,81
Georgetown,Alabama,20111201,57,55
UNC-Asheville,Gardner-Webb,20111201,66,60
Wagner,Long Island,20111201,73,78
Eastern Mich.,Colgate,20111201,70,74
Davidson,Wofford,20111201,72,69
South Dakota,Oakland,20111201,83,101
FIU,Georgia State,20111201,47,73
Fairleigh D'son,Robert Morris,20111201,54,66
Youngstown St.,Detroit,20111201,64,61
Lehigh,Fordham,20111201,78,60
East Tenn. St.,Stetson,20111201,65,73
Siena,St. Peter's,20111201,44,51
Savannah State,Hampton,20111201,65,49
St. Francis (N.Y.),Mt. St. Mary's,20111201,64,54
Jacksonville St.,S.C. Upstate,20111201,48,50
Sacred Heart,Quinnipiac,20111201,68,55
Morehead State,Kent State,20111201,63,83
Chattanooga,Ga. Southern,20111201,76,84
Cleveland State,Wright State,20111201,45,43
Cent. Conn. St.,Bryant,20111201,83,51
Harvard,Vermont,20111201,55,48
VMI,Coastal Caro.,20111201,78,87
South Dakota St.,IUPUI,20111201,97,93
Providence,South Carolina,20111201,76,67
Liberty,Campbell,20111201,82,96
Winthrop,Presbyterian,20111201,59,56
Arkansas State,St. Bonaventure,20111201,58,52
Monmouth,St. Francis (Pa.),20111201,49,71
UMKC,IPFW,20111201,81,66
Marist,Loyola Maryland,20111201,63,76
Radford,Charleston So.,20111201,73,83
UMBC,American,20111201,58,69
UNC-Greensboro,Appalachian St.,20111201,64,78
Texas Tech,Texas A&M-C.C.,20111201,61,54
Loyola Chicago,Milwaukee,20111201,41,59
Ill.-Chicago,Green Bay,20111201,68,71
Western Caro.,Samford,20111201,75,71
North Dakota St.,Western Illinois,20111201,51,55
Citadel,Charleston,20111201,64,83
Geo. Washington,Kansas State,20111201,56,69
Middle Tenn.,Tennessee State,20111201,77,62
Murray State,Western Ky.,20111201,70,59
CSU Fullerton,Wichita State,20111201,60,75
McNeese State,La.-Lafayette,20111201,56,78
Mercer,Lipscomb,20111201,79,72
Kennesaw State,Belmont,20111201,52,98
San Francisco,Montana,20111201,65,62
Mississippi,DePaul,20111201,70,68
Stanford,Seattle,20111201,72,49
Florida,Syracuse,20111202,68,72
Vanderbilt,Louisville,20111202,60,62
N'western St.,Missouri,20111202,56,90
La Sierra,North Texas,20111202,45,92
Cincinnati,Georgia,20111202,57,51
S. Carolina St.,Longwood,20111202,81,92
Manhattan,Rider,20111202,71,55
Fairfield,Niagara,20111202,79,75
Iona,Canisius,20111202,69,57
Miss. Valley St.,Northwestern,20111202,67,92
Sacramento St.,Oklahoma,20111202,53,82
Auburn,Seton Hall,20111202,59,81
Haskell,Utah Valley,20111202,49,84
Columbia,Loyola Marym't,20111202,69,61
BYU-Hawaii,Long Beach St.,20111202,43,79
Washington,Nevada,20111202,73,76
North Carolina,Kentucky,20111203,72,73
UTPA,Ohio State,20111203,35,64
Arkansas,Connecticut,20111203,62,75
Marquette,Wisconsin,20111203,61,54
Purdue,Xavier,20111203,63,66
Iowa State,Michigan,20111203,66,76
South Florida,Kansas,20111203,42,70
Pittsburgh,Tennessee,20111203,61,56
Gonzaga,Illinois,20111203,75,82
West Virginia,Mississippi St.,20111203,62,75
Austin Peay,Memphis,20111203,60,91
Portland,Saint Louis,20111203,53,73
Steph. F. Austin,Texas A&M,20111203,42,55
Jacksonville,North Florida,20111203,58,80
High Point,Campbell,20111203,62,72
Richmond,Wake Forest,20111203,70,62
Kennesaw State,Lipscomb,20111203,52,75
Old Dominion,Northeastern,20111203,69,59
NJIT,Georgetown,20111203,44,84
Massachusetts,Miami (Fla.),20111203,75,83
Longwood,Virginia,20111203,53,86
Cleveland State,Detroit,20111203,66,61
William & Mary,Georgia State,20111203,34,66
Valparaiso,Butler,20111203,77,71
Navy,Elon,20111203,48,51
Vermont,Yale,20111203,52,68
Boston U.,Boston College,20111203,75,61
Morgan State,Ohio,20111203,53,61
Liberty,Coastal Caro.,20111203,68,78
Georgia Tech,Tulane,20111203,52,57
Ill.-Chicago,Milwaukee,20111203,71,73
USC,Minnesota,20111203,40,55
Colorado State,UNI,20111203,77,83
St. Thomas (TX),Rice,20111203,67,81
Brown,Iowa,20111203,54,75
Stony Brook,Eastern Illinois,20111203,69,72
Ball State,Tenn.-Martin,20111203,71,48
Youngstown St.,Wright State,20111203,62,63
Bryant,Quinnipiac,20111203,72,83
CSU Fullerton,SIU-Edwardsville,20111203,79,57
Toledo,Chicago State,20111203,73,61
Sacred Heart,Cent. Conn. St.,20111203,80,82
Florida A&M,Bethune-Cookman,20111203,59,74
Utah,Fresno State,20111203,52,82
Delaware State,Md.-East. Shore,20111203,78,68
Cent. Michigan,Temple,20111203,74,86
James Madison,Hofstra,20111203,62,60
Chattanooga,Charleston,20111203,85,87
Drexel,Delaware,20111203,60,71
Bucknell,La Salle,20111203,52,78
N.C. A&T,N.C. Central,20111203,46,65
Neb. Omaha,Northern Ill.,20111203,77,72
Arizona State,Tulsa,20111203,67,64
West Va. Tech,Coppin State,20111203,68,77
UNC-Greensboro,Western Caro.,20111203,69,73
Texas,UCLA,20111203,69,59
Idaho,UC Davis,20111203,94,74
Houston Baptist,Texas State,20111203,76,103
Oregon,BYU,20111203,65,79
Hartford,UCF,20111203,48,67
Charlotte,East Carolina,20111203,76,64
Mercer,Belmont,20111203,78,82
East Tenn. St.,Fla. Gulf Coast,20111203,63,72
VMI,Charleston So.,20111203,81,114
Savannah State,Norfolk State,20111203,58,60
UMKC,Oakland,20111203,73,86
Texas Southern,Denver,20111203,46,62
Eastern Wash.,Washington St.,20111203,49,75
Northern Ariz.,Arizona,20111203,39,53
Tennessee Tech,Duquesne,20111203,67,77
Citadel,Wofford,20111203,63,82
St. Bonaventure,Buffalo,20111203,66,60
Loyola Maryland,Siena,20111203,66,59
St. Francis (N.Y.),Wagner,20111203,50,90
UAB,Kent State,20111203,48,57
Long Island,Mt. St. Mary's,20111203,85,76
Army,Binghamton,20111203,70,50
North Dakota St.,IUPUI,20111203,84,79
Winthrop,Gardner-Webb,20111203,60,62
Monmouth,Robert Morris,20111203,51,69
Furman,Davidson,20111203,65,86
Radford,Presbyterian,20111203,64,72
Penn,Villanova,20111203,65,73
Fairleigh D'son,St. Francis (Pa.),20111203,69,73
Lehigh,Cornell,20111203,79,81
New Hampshire,Holy Cross,20111203,57,62
Brescia,East. Kentucky,20111203,43,107
LSU,Rutgers,20111203,55,50
Appalachian St.,Ga. Southern,20111203,62,73
South Dakota,IPFW,20111203,87,92
George Mason,Towson,20111203,65,53
Alabama State,FIU,20111203,60,57
Miami (Ohio),Troy,20111203,60,73
Loyola Chicago,Green Bay,20111203,47,57
Texas A&M-C.C.,Houston,20111203,66,87
North Texas,Columbia,20111203,57,72
South Dakota St.,Western Illinois,20111203,67,66
UNC-Wilmington,Illinois State,20111203,63,54
Air Force,Drake,20111203,60,62
Southern Utah,Oral Roberts,20111203,55,61
TCU,Evansville,20111203,70,68
Alabama A&M,South Alabama,20111203,44,67
Walla Walla,Portland State,20111203,47,102
Southeastern La.,Southeast Mo. St.,20111203,61,63
Louisiana Tech,La.-Monroe,20111203,73,71
CSU Bakersfield,Montana State,20111203,67,71
Johnson & Wales (CO),Northern Colo.,20111203,66,98
North Dakota,Idaho State,20111203,63,76
La.-Lafayette,Lamar,20111203,63,80
San Jose State,Weber State,20111203,89,91
Utah State,Pacific,20111203,57,65
St. Mary's (Cal.),Cal Poly,20111203,59,54
Missouri State,New Mexico,20111203,60,76
San Diego,UC Irvine,20111203,79,99
Hawaii,Pepperdine,20111203,67,73
Bradley,Wyoming,20111203,49,66
CSU Northridge,Santa Clara,20111203,58,71
Indiana State,Boise State,20111203,65,74
La Sierra,Loyola Marym't,20111203,45,87
Baylor,Northwestern,20111204,69,41
UNLV,Wichita State,20111204,70,89
California,San Diego State,20111204,63,64
S.C. Upstate,UNC-Asheville,20111204,81,88
Rider,Marist,20111204,75,95
Iona,Niagara,20111204,98,62
Seattle,Harvard,20111204,70,80
Dayton,Murray State,20111204,58,75
Columbia,La Sierra,20111204,78,56
Maine,Rhode Island,20111204,76,74
New Mexico St.,Southern Miss,20111204,66,74
Neb. Omaha,Michigan State,20111204,68,110
St. Peter's,Manhattan,20111204,42,68
Akron,Middle Tenn.,20111204,53,77
VCU,Geo. Washington,20111204,75,60
SMU,UALR,20111204,69,63
Bowling Green,Western Ky.,20111204,53,60
South Carolina,Clemson,20111204,58,55
NC State,Stanford,20111204,72,76
Mid-Continent,Morehead State,20111204,57,83
North Texas,Loyola Marym't,20111204,76,63
Stetson,Indiana,20111204,50,84
Notre Dame,Maryland,20111204,71,78
Pacific Union,San Francisco,20111204,38,90
Fairfield,Canisius,20111204,68,59
Nebraska,Creighton,20111204,66,76
Kansas State,Virginia Tech,20111204,69,61
Hampton,Howard,20111204,71,53
Mississippi,Penn State,20111204,72,70
Langston,Oklahoma State,20111204,58,80
