last_month_value,this_month_value,revision,revision_report_date,previous_report_date
132926.0,133019.0,93.0,2005-05-06,2005-04-01
133293.0,133269.0,-24.0,2005-06-03,2005-05-06
133347.0,133391.0,44.0,2005-07-08,2005-06-03
133537.0,133579.0,42.0,2005-08-05,2005-07-08
133786.0,133830.0,44.0,2005-09-02,2005-08-05
133999.0,134076.0,77.0,2005-10-07,2005-09-02
134041.0,134005.0,-36.0,2005-11-04,2005-10-07
134061.0,134074.0,13.0,2005-12-02,2005-11-04
134289.0,134360.0,71.0,2006-01-06,2005-12-02
134468.0,134371.0,-97.0,2006-02-03,2006-01-06
134564.0,134546.0,-18.0,2006-03-10,2006-02-03
134789.0,134755.0,-34.0,2006-04-07,2006-03-10
134966.0,134930.0,-36.0,2006-05-05,2006-04-07
135068.0,135031.0,-37.0,2006-06-02,2006-05-05
135106.0,135109.0,3.0,2006-07-07,2006-06-02
135230.0,135241.0,11.0,2006-08-04,2006-07-07
135354.0,135372.0,18.0,2006-09-01,2006-08-04
135500.0,135562.0,62.0,2006-10-06,2006-09-01
135613.0,135752.0,139.0,2006-11-03,2006-10-06
135844.0,135886.0,42.0,2006-12-08,2006-11-03
136018.0,136047.0,29.0,2007-01-05,2006-12-08
136214.0,137147.0,933.0,2007-02-02,2007-01-05
137258.0,137313.0,55.0,2007-03-09,2007-02-02
137410.0,137442.0,32.0,2007-04-06,2007-03-09
137622.0,137596.0,-26.0,2007-05-04,2007-04-06
137684.0,137674.0,-10.0,2007-06-01,2007-05-04
137831.0,137906.0,75.0,2007-07-06,2007-06-01
138038.0,138030.0,-8.0,2007-08-03,2007-07-06
138122.0,138041.0,-81.0,2007-09-07,2007-08-03
138037.0,138155.0,118.0,2007-10-05,2007-09-07
138265.0,138255.0,-10.0,2007-11-02,2007-10-05
138421.0,138373.0,-48.0,2007-12-07,2007-11-02
138467.0,138477.0,10.0,2008-01-04,2007-12-07
138495.0,138119.0,-376.0,2008-02-01,2008-01-04
138102.0,138056.0,-46.0,2008-03-07,2008-02-01
137993.0,137926.0,-67.0,2008-04-04,2008-03-07
137846.0,137838.0,-8.0,2008-05-02,2008-04-04
137818.0,137803.0,-15.0,2008-06-06,2008-05-02
137754.0,137702.0,-52.0,2008-07-03,2008-06-06
137640.0,137666.0,26.0,2008-08-01,2008-07-03
137615.0,137557.0,-58.0,2008-09-05,2008-08-01
137473.0,137477.0,4.0,2008-10-03,2008-09-05
137318.0,137139.0,-179.0,2008-11-07,2008-10-03
136899.0,136700.0,-199.0,2008-12-05,2008-11-07
136167.0,136013.0,-154.0,2009-01-09,2008-12-05
135489.0,135178.0,-311.0,2009-02-06,2009-01-09
134580.0,134419.0,-161.0,2009-03-06,2009-02-06
133768.0,133682.0,-86.0,2009-04-03,2009-03-06
133019.0,132953.0,-66.0,2009-05-08,2009-04-03
132414.0,132496.0,82.0,2009-06-05,2009-05-08
132151.0,132159.0,8.0,2009-07-02,2009-06-05
131692.0,131735.0,43.0,2009-08-07,2009-07-02
131488.0,131439.0,-49.0,2009-09-04,2009-08-07
131223.0,131210.0,-13.0,2009-10-02,2009-09-04
130947.0,131038.0,91.0,2009-11-06,2009-10-02
130848.0,131007.0,159.0,2009-12-04,2009-11-06
130996.0,130995.0,-1.0,2010-01-08,2009-12-04
130910.0,129547.0,-1363.0,2010-02-05,2010-01-08
129527.0,129562.0,35.0,2010-03-05,2010-02-05
129526.0,129588.0,62.0,2010-04-02,2010-03-05
129750.0,129871.0,121.0,2010-05-07,2010-04-02
130161.0,130139.0,-22.0,2010-06-04,2010-05-07
130570.0,130595.0,25.0,2010-07-02,2010-06-04
130470.0,130373.0,-97.0,2010-08-06,2010-07-02
130242.0,130365.0,123.0,2010-09-03,2010-08-06
130311.0,130296.0,-15.0,2010-10-08,2010-09-03
130201.0,130311.0,110.0,2010-11-05,2010-10-08
130462.0,130500.0,38.0,2010-12-03,2010-11-05
130539.0,130609.0,70.0,2011-01-07,2010-12-03
130712.0,130229.0,-483.0,2011-02-04,2011-01-07
130265.0,130323.0,58.0,2011-03-04,2011-02-04
130515.0,130522.0,7.0,2011-04-01,2011-03-04
130738.0,130784.0,46.0,2011-05-06,2011-04-01
131028.0,130989.0,-39.0,2011-06-03,2011-05-06
131043.0,130999.0,-44.0,2011-07-08,2011-06-03
131017.0,131073.0,56.0,2011-08-05,2011-07-08
131190.0,131132.0,-58.0,2011-09-02,2011-08-05
131132.0,131231.0,99.0,2011-10-07,2011-09-02
131334.0,131436.0,102.0,2011-11-04,2011-10-07
131516.0,131588.0,72.0,2011-12-02,2011-11-04
131708.0,131700.0,-8.0,2012-01-06,2011-12-02
131900.0,132166.0,266.0,2012-02-03,2012-01-06
132409.0,132470.0,61.0,2012-03-09,2012-02-03
132697.0,132701.0,4.0,2012-04-06,2012-03-09
132821.0,132874.0,53.0,2012-05-04,2012-04-06
132989.0,132940.0,-49.0,2012-06-01,2012-05-04
133009.0,133008.0,-1.0,2012-07-06,2012-06-01
133088.0,133082.0,-6.0,2012-08-03,2012-07-06
133245.0,133204.0,-41.0,2012-09-07,2012-08-03
133300.0,133386.0,86.0,2012-10-05,2012-09-07
133500.0,133584.0,84.0,2012-11-02,2012-10-05
133755.0,133706.0,-49.0,2012-12-07,2012-11-02
133852.0,133866.0,14.0,2013-01-04,2012-12-07
134021.0,134668.0,647.0,2013-02-01,2013-01-04
134825.0,134810.0,-15.0,2013-03-08,2013-02-01
135046.0,135107.0,61.0,2013-04-05,2013-03-08
135195.0,135309.0,114.0,2013-05-03,2013-04-05
135474.0,135462.0,-12.0,2013-06-07,2013-05-03
135637.0,135707.0,70.0,2013-07-05,2013-06-07
135902.0,135876.0,-26.0,2013-08-02,2013-07-05
136038.0,135964.0,-74.0,2013-09-06,2013-08-02
136133.0,136142.0,9.0,2013-10-22,2013-09-06
136290.0,136350.0,60.0,2013-11-08,2013-10-22
136554.0,136562.0,8.0,2013-12-06,2013-11-08
136765.0,136803.0,38.0,2014-01-10,2013-12-06
136877.0,137386.0,509.0,2014-02-07,2014-01-10
137499.0,137524.0,25.0,2014-03-07,2014-02-07
137699.0,137736.0,37.0,2014-04-04,2014-03-07
137928.0,137964.0,36.0,2014-05-02,2014-04-04
138252.0,138246.0,-6.0,2014-06-06,2014-05-02
138463.0,138492.0,29.0,2014-07-03,2014-06-06
138780.0,138795.0,15.0,2014-08-01,2014-07-03
139004.0,138976.0,-28.0,2014-09-05,2014-08-01
139118.0,139187.0,69.0,2014-10-03,2014-09-05
139435.0,139466.0,31.0,2014-11-07,2014-10-03
139680.0,139724.0,44.0,2014-12-05,2014-11-07
140045.0,140095.0,50.0,2015-01-09,2014-12-05
140347.0,140592.0,245.0,2015-02-06,2015-01-09
140849.0,140831.0,-18.0,2015-03-06,2015-02-06
141126.0,141057.0,-69.0,2015-04-03,2015-03-06
141183.0,141144.0,-39.0,2015-05-08,2015-04-03
141367.0,141399.0,32.0,2015-06-05,2015-05-08
141679.0,141619.0,-60.0,2015-07-02,2015-06-05
141842.0,141856.0,14.0,2015-08-07,2015-07-02
142071.0,142115.0,44.0,2015-09-04,2015-08-07
142288.0,142229.0,-59.0,2015-10-02,2015-09-04
142371.0,142383.0,12.0,2015-11-06,2015-10-02
142654.0,142689.0,35.0,2015-12-04,2015-11-06
142900.0,142950.0,50.0,2016-01-08,2015-12-04
143242.0,143137.0,-105.0,2016-02-05,2016-01-08
143288.0,143318.0,30.0,2016-03-04,2016-02-05
143560.0,143559.0,-1.0,2016-04-01,2016-03-04
143774.0,143755.0,-19.0,2016-05-06,2016-04-01
143915.0,143856.0,-59.0,2016-06-03,2016-05-06
143894.0,143888.0,-6.0,2016-07-08,2016-06-03
144175.0,144193.0,18.0,2016-08-05,2016-07-08
144448.0,144447.0,-1.0,2016-09-02,2016-08-05
144598.0,144591.0,-7.0,2016-10-07,2016-09-02
144747.0,144791.0,44.0,2016-11-04,2016-10-07
144952.0,144950.0,-2.0,2016-12-02,2016-11-04
145128.0,145147.0,19.0,2017-01-06,2016-12-02
145303.0,145327.0,24.0,2017-02-03,2017-01-06
145554.0,145563.0,9.0,2017-03-10,2017-02-03
145798.0,145760.0,-38.0,2017-04-07,2017-03-10
145858.0,145852.0,-6.0,2017-05-05,2017-04-07
146063.0,145997.0,-66.0,2017-06-02,2017-05-05
146135.0,146182.0,47.0,2017-07-07,2017-06-02
146404.0,146406.0,2.0,2017-08-04,2017-07-07
146615.0,146574.0,-41.0,2017-09-01,2017-08-04
146730.0,146692.0,-38.0,2017-10-06,2017-09-01
146659.0,146749.0,90.0,2017-11-03,2017-10-06
147010.0,147013.0,3.0,2017-12-08,2017-11-03
147241.0,147232.0,-9.0,2018-01-05,2017-12-08
147380.0,147610.0,230.0,2018-02-02,2018-01-05
147810.0,147864.0,54.0,2018-03-09,2018-02-02
148177.0,148127.0,-50.0,2018-04-06,2018-03-09
148230.0,148260.0,30.0,2018-05-04,2018-04-06
148424.0,148439.0,15.0,2018-06-01,2018-05-04
148662.0,148699.0,37.0,2018-07-06,2018-06-01
148912.0,148971.0,59.0,2018-08-03,2018-07-06
149128.0,149078.0,-50.0,2018-09-07,2018-08-03
149279.0,149366.0,87.0,2018-10-05,2018-09-07
149750.0,149738.0,-12.0,2018-12-07,2018-11-02
149893.0,149951.0,58.0,2019-01-04,2018-12-07
150263.0,150270.0,7.0,2019-02-01,2019-01-04
150574.0,150586.0,12.0,2019-03-08,2019-02-01
150606.0,150620.0,14.0,2019-04-05,2019-03-08
150816.0,150832.0,16.0,2019-05-03,2019-04-05
151095.0,151020.0,-75.0,2019-06-07,2019-05-03
151095.0,151084.0,-11.0,2019-07-05,2019-06-07
151308.0,151267.0,-41.0,2019-08-02,2019-07-05
151431.0,151411.0,-20.0,2019-09-06,2019-08-02
151541.0,151586.0,45.0,2019-10-04,2019-09-06
151722.0,151817.0,95.0,2019-11-01,2019-10-04
151945.0,151986.0,41.0,2019-12-06,2019-11-01
152252.0,152238.0,-14.0,2020-01-10,2019-12-06
152383.0,151961.0,-422.0,2020-02-07,2020-01-10
152186.0,152271.0,85.0,2020-03-06,2020-02-07
152544.0,152487.0,-57.0,2020-04-03,2020-03-06
151786.0,151572.0,-214.0,2020-05-08,2020-04-03
131072.0,131045.0,-27.0,2020-05-11,2020-05-08
132912.0,133002.0,90.0,2020-07-02,2020-06-05
137802.0,137819.0,17.0,2020-08-07,2020-07-02
139582.0,139543.0,-39.0,2020-09-04,2020-08-07
140914.0,141059.0,145.0,2020-10-02,2020-09-04
141720.0,141735.0,15.0,2020-11-06,2020-10-02
142373.0,142384.0,11.0,2020-12-04,2020-11-06
142629.0,142764.0,135.0,2021-01-08,2020-12-04
142624.0,142582.0,-42.0,2021-02-05,2021-01-08
142631.0,142669.0,38.0,2021-03-05,2021-02-05
143048.0,143204.0,156.0,2021-04-02,2021-03-05
144120.0,144042.0,-78.0,2021-05-07,2021-04-02
144308.0,144335.0,27.0,2021-06-04,2021-05-07
144894.0,144909.0,15.0,2021-07-02,2021-06-04
145759.0,145878.0,119.0,2021-08-06,2021-07-02
146821.0,146955.0,134.0,2021-09-03,2021-08-06
147190.0,147359.0,169.0,2021-10-08,2021-09-03
147553.0,147788.0,235.0,2021-11-05,2021-10-08
148319.0,148401.0,82.0,2021-12-03,2021-11-05
148611.0,148752.0,141.0,2022-01-07,2021-12-03
148951.0,149162.0,211.0,2022-02-04,2022-01-07
149629.0,149721.0,92.0,2022-03-04,2022-02-04
150399.0,150494.0,95.0,2022-04-01,2022-03-04
150925.0,150886.0,-39.0,2022-05-06,2022-04-01
151314.0,151292.0,-22.0,2022-06-03,2022-05-06
151682.0,151608.0,-74.0,2022-07-08,2022-06-03
151980.0,152008.0,28.0,2022-08-05,2022-07-08
152536.0,152429.0,-107.0,2022-09-02,2022-08-05
152744.0,152755.0,11.0,2022-10-07,2022-09-02
153018.0,153047.0,29.0,2022-11-04,2022-10-07
153308.0,153285.0,-23.0,2022-12-02,2022-11-04
153548.0,153520.0,-28.0,2023-01-06,2022-12-02
153743.0,154556.0,813.0,2023-02-03,2023-01-06
155073.0,155039.0,-34.0,2023-03-10,2023-02-03
155350.0,155333.0,-17.0,2023-04-07,2023-03-10
155569.0,155420.0,-149.0,2023-05-05,2023-04-07
155673.0,155766.0,93.0,2023-06-02,2023-05-05
156105.0,155995.0,-110.0,2023-07-07,2023-06-02
156204.0,156155.0,-49.0,2023-08-04,2023-07-07
156342.0,156232.0,-110.0,2023-09-01,2023-08-04
156419.0,156538.0,119.0,2023-10-06,2023-09-01
156874.0,156773.0,-101.0,2023-11-03,2023-10-06
156923.0,156888.0,-35.0,2023-12-08,2023-11-03
157087.0,157016.0,-71.0,2024-01-05,2023-12-08
157232.0,157347.0,115.0,2024-02-02,2024-01-05
157700.0,157533.0,-167.0,2024-03-08,2024-02-02
157808.0,157830.0,22.0,2024-04-05,2024-03-08
158133.0,158111.0,-22.0,2024-05-03,2024-04-05
158286.0,158271.0,-15.0,2024-06-07,2024-05-03
158543.0,158432.0,-111.0,2024-07-05,2024-06-07
158638.0,158609.0,-29.0,2024-08-02,2024-07-05
158723.0,158637.0,-86.0,2024-09-06,2024-08-02
158779.0,158851.0,72.0,2024-10-04,2024-09-06
159105.0,158993.0,-112.0,2024-11-01,2024-10-04
159005.0,159061.0,56.0,2024-12-06,2024-11-01
159288.0,159280.0,-8.0,2025-01-10,2024-12-06
159536.0,158926.0,-610.0,2025-02-07,2025-01-10
159069.0,159067.0,-2.0,2025-03-07,2025-02-07
159218.0,159170.0,-48.0,2025-04-04,2025-03-07
159398.0,159340.0,-58.0,2025-05-02,2025-04-04
159517.0,159422.0,-95.0,2025-06-06,2025-05-02
159561.0,159577.0,16.0,2025-07-03,2025-06-06
159724.0,159466.0,-258.0,2025-08-01,2025-07-03
